Registration,Aircraft,Brand,Type,Age,Key,Hex
N657AE,Embraer EMB-145LR,Embraer,EMB-145LR,21,3318,0CF6
N657AW,Airbus A320-232,Airbus,A320-200,25,3319,0CF7
N657JB,Airbus A320-232,Airbus,A320-200,17,3320,0CF8
N657NK,Airbus A321-231,Airbus,A321-200,9,3321,0CF9
N657QX,Embraer ERJ 175LR,Embraer,ERJ 175LR,1,3322,0CFA
N657RW,Embraer ERJ 170STD,Embraer,ERJ 170STD,19,3323,0CFB
N657UA,Boeing 767-322,Boeing,767-300,31,3324,0CFC
N65832,Boeing 737-924ER,Boeing,737-900ER,10,3325,0CFD
N658AE,Embraer EMB-145LR,Embraer,EMB-145LR,21,3326,0CFE
N658AW,Airbus A320-232,Airbus,A320-200,25,3327,0CFF
N658CA,Bombardier CRJ-700,Bombardier,CRJ-700,20,3328,0D00
N658DL,Boeing 757-232,Boeing,757-200,34,3329,0D01
N658JB,Airbus A320-232,Airbus,A320-200,17,3330,0D02
N658NK,Airbus A321-231,Airbus,A321-200,9,3331,0D03
N658QX,Embraer ERJ 175LR,Embraer,ERJ 175LR,1,3332,0D04
N658UA,Boeing 767-322,Boeing,767-300,31,3333,0D05
N659AE,Embraer EMB-145LR,Embraer,EMB-145LR,21,3334,0D06
N659AW,Airbus A320-232,Airbus,A320-200,24,3335,0D07
N659DL,Boeing 757-232,Boeing,757-200,34,3336,0D08
N659JB,Airbus A320-232,Airbus,A320-200,17,3337,0D09
N659NK,Airbus A321-231,Airbus,A321-200,9,3338,0D0A
N659QX,Embraer ERJ 175LR,Embraer,ERJ 175LR,1,3339,0D0B
N659UA,Boeing 767-322,Boeing,767-300,31,3340,0D0C
N66051,Boeing 767-424ER,Boeing,767-400ER,24,3341,0D0D
N66056,Boeing 767-424ER,Boeing,767-400ER,23,3342,0D0E
N66057,Boeing 767-424ER,Boeing,767-400ER,22,3343,0D0F
N660AW,Airbus A320-232,Airbus,A320-200,24,3344,0D10
N660CL,Embraer EMB-145LR,Embraer,EMB-145LR,21,3345,0D11
N660DL,Boeing 757-232,Boeing,757-200,34,3346,0D12
N660NK,Airbus A321-231,Airbus,A321-200,9,3347,0D13
N660QX,Embraer ERJ 175LR,Embraer,ERJ 175LR,1,3348,0D14
N660UA,Boeing 767-322,Boeing,767-300,31,3349,0D15
N661AW,Airbus A320-232,Airbus,A320-200,24,3350,0D16
N661JA,Embraer EMB-145LR,Embraer,EMB-145LR,21,3351,0D17
N661JB,Airbus A320-232,Airbus,A320-200,17,3352,0D18
N661NK,Airbus A321-231,Airbus,A321-200,9,3353,0D19
N661QX,Embraer ERJ 175LR,Embraer,ERJ 175LR,1,3354,0D1A
N661UA,Boeing 767-322,Boeing,767-300,31,3355,0D1B
N662AW,Airbus A320-232,Airbus,A320-200,24,3356,0D1C
N662EH,Embraer EMB-145LR,Embraer,EMB-145LR,20,3357,0D1D
N662JB,Airbus A320-232,Airbus,A320-200,17,3358,0D1E
N662NK,Airbus A321-231,Airbus,A321-200,9,3359,0D1F
N662QX,Embraer ERJ 175LR,Embraer,ERJ 175LR,1,3360,0D20
N662UA,Boeing 767-322,Boeing,767-300,31,3361,0D21
N663AR,Embraer EMB-145LR,Embraer,EMB-145LR,20,3362,0D22
N663AW,Airbus A320-232,Airbus,A320-200,23,3363,0D23
N663JB,Airbus A320-232,Airbus,A320-200,17,3364,0D24
N663NK,Airbus A321-231,Airbus,A321-200,8,3365,0D25
N663UA,Boeing 767-322,Boeing,767-300,31,3366,0D26
N664AW,Airbus A320-232,Airbus,A320-200,23,3367,0D27
N664MS,Embraer EMB-145LR,Embraer,EMB-145LR,20,3368,0D28
N664NK,Airbus A321-231,Airbus,A321-200,8,3369,0D29
N664UA,Boeing 767-322,Boeing,767-300,26,3370,0D2A
N665AW,Airbus A320-232,Airbus,A320-200,23,3371,0D2B
N665BC,Embraer EMB-145LR,Embraer,EMB-145LR,20,3372,0D2C
N665DN,Boeing 757-232,Boeing,757-200,33,3373,0D2D
N665JB,Airbus A320-232,Airbus,A320-200,17,3374,0D2E
N665NK,Airbus A321-231,Airbus,A321-200,8,3375,0D2F
N665UA,Boeing 767-322,Boeing,767-300,26,3376,0D30
N666UA,Boeing 767-322,Boeing,767-300,26,3377,0D31
N667AW,Airbus A320-232,Airbus,A320-200,22,3378,0D32
N667DN,Boeing 757-232,Boeing,757-200,33,3379,0D33
N667NK,Airbus A321-231,Airbus,A321-200,8,3380,0D34
N667UA,Boeing 767-322,Boeing,767-300,26,3381,0D35
N66803,Boeing 737-924ER,Boeing,737-900ER,11,3382,0D36
N66808,Boeing 737-924ER,Boeing,737-900ER,11,3383,0D37
N66814,Boeing 737-924ER,Boeing,737-900ER,10,3384,0D38
N66825,Boeing 737-924ER,Boeing,737-900ER,10,3385,0D39
N66828,Boeing 737-924ER,Boeing,737-900ER,10,3386,0D3A
N66831,Boeing 737-924ER,Boeing,737-900ER,10,3387,0D3B
N66837,Boeing 737-924ER,Boeing,737-900ER,10,3388,0D3C
N66841,Boeing 737-924ER,Boeing,737-900ER,9,3389,0D3D
N66848,Boeing 737-924ER,Boeing,737-900ER,9,3390,0D3E
N66893,Boeing 737-924ER,Boeing,737-900ER,8,3391,0D3F
N66897,Boeing 737-900ER,Boeing,737-900ER,8,3392,0D40
N668AW,Airbus A320-232,Airbus,A320-200,22,3393,0D41
N668DN,Boeing 757-232,Boeing,757-200,33,3394,0D42
N668HH,Embraer EMB-145LR,Embraer,EMB-145LR,20,3395,0D43
N668NK,Airbus A321-231,Airbus,A321-200,8,3396,0D44
N668UA,Boeing 767-322,Boeing,767-300,25,3397,0D45
N669AW,Airbus A320-232,Airbus,A320-200,22,3398,0D46
N669DN,Boeing 757-232,Boeing,757-200,33,3399,0D47
N669MB,Embraer EMB-145LR,Embraer,EMB-145LR,20,3400,0D48
N669NK,Airbus A321-231,Airbus,A321-200,8,3401,0D49
N669UA,Boeing 767-322,Boeing,767-300,25,3402,0D4A
N6701,Boeing 757-232,Boeing,757-200,25,3403,0D4B
N6702,Boeing 757-232,Boeing,757-200,25,3404,0D4C
N6703D,Boeing 757-232,Boeing,757-200,24,3405,0D4D
N6704Z,Boeing 757-232,Boeing,757-200,24,3406,0D4E
N67052,Boeing 767-424ER,Boeing,767-400ER,24,3407,0D4F
N67058,Boeing 767-424ER,Boeing,767-400ER,22,3408,0D50
N6705Y,Boeing 757-232,Boeing,757-200,24,3409,0D51
N6706Q,Boeing 757-232,Boeing,757-200,24,3410,0D52
N6707A,Boeing 757-232,Boeing,757-200,24,3411,0D53
N6708D,Boeing 757-232,Boeing,757-200,24,3412,0D54
N6709,Boeing 757-232,Boeing,757-200,24,3413,0D55
N670AE,Embraer EMB-145LR,Embraer,EMB-145LR,20,3414,0D56
N670DN,Boeing 757-232,Boeing,757-200,32,3415,0D57
N670NK,Airbus A321-231,Airbus,A321-200,8,3416,0D58
N670UA,Boeing 767-322,Boeing,767-300,25,3417,0D59
N6710E,Boeing 757-232,Boeing,757-200,24,3418,0D5A
N6711M,Boeing 757-232,Boeing,757-200,24,3419,0D5B
N6712B,Boeing 757-232,Boeing,757-200,24,3420,0D5C
N67134,Boeing 757-224,Boeing,757-200,25,3421,0D5D
N6713Y,Boeing 757-232,Boeing,757-200,24,3422,0D5E
N6714Q,Boeing 757-232,Boeing,757-200,24,3423,0D5F
N6715C,Boeing 757-232,Boeing,757-200,23,3424,0D60
N6716C,Boeing 757-232,Boeing,757-200,23,3425,0D61
N67171,Boeing 757-232,Boeing,757-200,23,3426,0D62
N671DN,Boeing 757-232,Boeing,757-200,32,3427,0D63
N671NK,Airbus A321-231,Airbus,A321-200,8,3428,0D64
N671UA,Boeing 767-322,Boeing,767-300,25,3429,0D65
N672AE,Embraer EMB-145LR,Embraer,EMB-145LR,20,3430,0D66
N672DL,Boeing 757-232,Boeing,757-200,32,3431,0D67
N672NK,Airbus A321-231,Airbus,A321-200,7,3432,0D68
N672UA,Boeing 767-322,Boeing,767-300,25,3433,0D69
N673AE,Embraer EMB-145LR,Embraer,EMB-145LR,20,3434,0D6A
N673AW,Airbus A320-200,Airbus,A320-200,20,3435,0D6B
N673DL,Boeing 757-232,Boeing,757-200,32,3436,0D6C
N673NK,Airbus A321-231,Airbus,A321-200,7,3437,0D6D
N673UA,Boeing 767-322,Boeing,767-300,24,3438,0D6E
N674DL,Boeing 757-232,Boeing,757-200,32,3439,0D6F
N674NK,Airbus A321-231,Airbus,A321-200,7,3440,0D70
N674UA,Boeing 767-322,Boeing,767-300,24,3441,0D71
N67501,Boeing 737 MAX 9,Boeing,737 MAX 9,6,3442,0D72
N675DL,Boeing 757-232,Boeing,757-200,32,3443,0D73
N675NK,Airbus A321-231,Airbus,A321-200,7,3444,0D74
N675UA,Boeing 767-322,Boeing,767-300,24,3445,0D75
N676CA,Bombardier CRJ-900,Bombardier,CRJ-900,17,3446,0D76
N676DL,Boeing 757-232,Boeing,757-200,32,3447,0D77
N676NK,Airbus A321-231,Airbus,A321-200,7,3448,0D78
N676UA,Boeing 767-322,Boeing,767-300,23,3449,0D79
N677NK,Airbus A321-231,Airbus,A321-200,7,3450,0D7A
N677UA,Boeing 767-322,Boeing,767-300,23,3451,0D7B
N67812,Boeing 737-924ER,Boeing,737-900ER,10,3452,0D7C
N67815,Boeing 737-924ER,Boeing,737-900ER,10,3453,0D7D
N67827,Boeing 737-924ER,Boeing,737-900ER,10,3454,0D7E
N67845,Boeing 737-924ER,Boeing,737-900ER,9,3455,0D7F
N67846,Boeing 737-924ER,Boeing,737-900ER,9,3456,0D80
N678CA,Bombardier CRJ-900,Bombardier,CRJ-900,17,3457,0D81
N678DL,Boeing 757-232,Boeing,757-200,32,3458,0D82
N678NK,Airbus A321-231,Airbus,A321-200,7,3459,0D83
N679AE,Embraer EMB-145LR,Embraer,EMB-145LR,20,3460,0D84
N679AW,Airbus A320-232,Airbus,A320-200,19,3461,0D85
N679CA,Bombardier CRJ-900,Bombardier,CRJ-900,17,3462,0D86
N679DA,Boeing 757-232,Boeing,757-200,32,3463,0D87
N679NK,Airbus A321-231,Airbus,A321-200,7,3464,0D88
N679SA,Bombardier CRJ-200LR,Bombardier,CRJ-200LR,22,3465,0D89
N68061,Boeing 767-424ER,Boeing,767-400ER,22,3466,0D8A
N680AW,Airbus A320-232,Airbus,A320-200,19,3467,0D8B
N680DA,Boeing 757-232,Boeing,757-200,32,3468,0D8C
N680NK,Airbus A321-231,Airbus,A321-200,7,3469,0D8D
N681AE,Embraer EMB-145LR,Embraer,EMB-145LR,20,3470,0D8E
N681DA,Boeing 757-232,Boeing,757-200,31,3471,0D8F
N681NK,Airbus A321-231,Airbus,A321-200,7,3472,0D90
N682AE,Embraer EMB-145LR,Embraer,EMB-145LR,20,3473,0D91
N682DA,Boeing 757-232,Boeing,757-200,31,3474,0D92
N682NK,Airbus A321-231,Airbus,A321-200,7,3475,0D93
N683AE,Embraer EMB-145LR,Embraer,EMB-145LR,20,3476,0D94
N683DA,Boeing 757-232,Boeing,757-200,31,3477,0D95
N683NK,Airbus A321-231,Airbus,A321-200,6,3478,0D96
N68452,Boeing 737-924ER,Boeing,737-900ER,12,3479,0D97
N68453,Boeing 737-924ER,Boeing,737-900ER,12,3480,0D98
N684DA,Boeing 757-232,Boeing,757-200,31,3481,0D99
N684NK,Airbus A321-231,Airbus,A321-200,6,3482,0D9A
N684UA,Boeing 767-3CB,Boeing,767-300,22,3483,0D9B
N685AE,Embraer EMB-145LR,Embraer,EMB-145LR,20,3484,0D9C
N685DA,Boeing 757-232,Boeing,757-200,29,3485,0D9D
N685NK,Airbus A321-231,Airbus,A321-200,6,3486,0D9E
N685UA,Boeing 767-3CB,Boeing,767-300,22,3487,0D9F
N686AE,Embraer EMB-145LR,Embraer,EMB-145LR,20,3488,0DA0
N686DA,Boeing 757-232,Boeing,757-200,29,3489,0DA1
N686NK,Airbus A321-231,Airbus,A321-200,6,3490,0DA2
N686UA,Boeing 767-3CB,Boeing,767-300,21,3491,0DA3
N687DL,Boeing 757-232,Boeing,757-200,26,3492,0DA4
N687NK,Airbus A321-231,Airbus,A321-200,6,3493,0DA5
N68801,Boeing 737-924ER,Boeing,737-900ER,11,3494,0DA6
N68802,Boeing 737-924ER,Boeing,737-900ER,11,3495,0DA7
N68805,Boeing 737-924ER,Boeing,737-900ER,11,3496,0DA8
N68807,Boeing 737-924ER,Boeing,737-900ER,11,3497,0DA9
N68811,Boeing 737-924ER,Boeing,737-900ER,10,3498,0DAA
N68817,Boeing 737-924ER,Boeing,737-900ER,10,3499,0DAB
N68821,Boeing 737-924ER,Boeing,737-900ER,10,3500,0DAC
N68822,Boeing 737-924ER,Boeing,737-900ER,10,3501,0DAD
N68823,Boeing 737-924ER,Boeing,737-900ER,10,3502,0DAE
N68834,Boeing 737-924ER,Boeing,737-900ER,10,3503,0DAF
N68836,Boeing 737-924ER,Boeing,737-900ER,10,3504,0DB0
N68842,Boeing 737-924ER,Boeing,737-900ER,9,3505,0DB1
N68843,Boeing 737-924ER,Boeing,737-900ER,9,3506,0DB2
N68880,Boeing 737-924ER,Boeing,737-900ER,9,3507,0DB3
N68891,Boeing 737-924ER,Boeing,737-900ER,9,3508,0DB4
N688DL,Boeing 757-232,Boeing,757-200,26,3509,0DB5
N689CA,Bombardier CRJ-900,Bombardier,CRJ-900,17,3510,0DB6
N689DL,Boeing 757-232,Boeing,757-200,26,3511,0DB7
N689EC,Embraer EMB-145LR,Embraer,EMB-145LR,20,3512,0DB8
N69020,Boeing 777-224,Boeing,777-200,17,3513,0DB9
N69059,Boeing 767-424ER,Boeing,767-400ER,22,3514,0DBA
N69063,Boeing 767-424ER,Boeing,767-400ER,22,3515,0DBB
N690AE,Embraer EMB-145LR,Embraer,EMB-145LR,20,3516,0DBC
N690DL,Boeing 757-232,Boeing,757-200,26,3517,0DBD
N690NK,Airbus A320-232,Airbus,A320-200,6,3518,0DBE
N691AE,Embraer EMB-145LR,Embraer,EMB-145LR,20,3519,0DBF
N691CA,Bombardier CRJ-900,Bombardier,CRJ-900,17,3520,0DC0
N691NK,Airbus A320-232,Airbus,A320-200,6,3521,0DC1
N692AE,Embraer EMB-145LR,Embraer,EMB-145LR,20,3522,0DC2
N692CA,Bombardier CRJ-900,Bombardier,CRJ-900,18,3523,0DC3
N692DL,Boeing 757-232,Boeing,757-200,26,3524,0DC4
N692NK,Airbus A320-232,Airbus,A320-200,6,3525,0DC5
N693BR,Bombardier CRJ-200,Bombardier,CRJ-200,21,3526,0DC6
N693CA,Bombardier CRJ-900,Bombardier,CRJ-900,18,3527,0DC7
N693DL,Boeing 757-232,Boeing,757-200,26,3528,0DC8
N693NK,Airbus A320-232,Airbus,A320-200,6,3529,0DC9
N694DL,Boeing 757-232,Boeing,757-200,26,3530,0DCA
N694NK,Airbus A320-232,Airbus,A320-200,6,3531,0DCB
N695AE,Embraer EMB-145LR,Embraer,EMB-145LR,20,3532,0DCC
N695CA,Bombardier CRJ-900,Bombardier,CRJ-900,18,3533,0DCD
N695DL,Boeing 757-232,Boeing,757-200,26,3534,0DCE
N695NK,Airbus A320-232,Airbus,A320-200,5,3535,0DCF
N696AE,Embraer EMB-145LR,Embraer,EMB-145LR,20,3536,0DD0
N696DL,Boeing 757-232,Boeing,757-200,25,3537,0DD1
N696NK,Airbus A320-232,Airbus,A320-200,5,3538,0DD2
N697DL,Boeing 757-232,Boeing,757-200,25,3539,0DD3
N697NK,Airbus A320-232,Airbus,A320-200,14,3540,0DD4
N69804,Boeing 737-924ER,Boeing,737-900ER,11,3541,0DD5
N69806,Boeing 737-924ER,Boeing,737-900ER,11,3542,0DD6
N69810,Boeing 737-924ER,Boeing,737-900ER,11,3543,0DD7
N69813,Boeing 737-924ER,Boeing,737-900ER,10,3544,0DD8
N69816,Boeing 737-924ER,Boeing,737-900ER,10,3545,0DD9
N69818,Boeing 737-924ER,Boeing,737-900ER,10,3546,0DDA
N69819,Boeing 737-924ER,Boeing,737-900ER,10,3547,0DDB
N69824,Boeing 737-924ER,Boeing,737-900ER,10,3548,0DDC
N69826,Boeing 737-924ER,Boeing,737-900ER,10,3549,0DDD
N69829,Boeing 737-924ER,Boeing,737-900ER,10,3550,0DDE
N69830,Boeing 737-924ER,Boeing,737-900ER,10,3551,0DDF
N69833,Boeing 737-924ER,Boeing,737-900ER,10,3552,0DE0
N69835,Boeing 737-924ER,Boeing,737-900ER,10,3553,0DE1
N69838,Boeing 737-924ER,Boeing,737-900ER,10,3554,0DE2
N69839,Boeing 737-924ER,Boeing,737-900ER,10,3555,0DE3
N69840,Boeing 737-924ER,Boeing,737-900ER,9,3556,0DE4
N69847,Boeing 737-924ER,Boeing,737-900ER,9,3557,0DE5
N69885,Boeing 737-924ER,Boeing,737-900ER,9,3558,0DE6
N69888,Boeing 737-924ER,Boeing,737-900ER,9,3559,0DE7
N698DL,Boeing 757-232,Boeing,757-200,25,3560,0DE8
N698NK,Airbus A320-232,Airbus,A320-200,14,3561,0DE9
N699AE,Embraer EMB-145LR,Embraer,EMB-145LR,19,3562,0DEA
N699BR,Bombardier CRJ-200,Bombardier,CRJ-200,21,3563,0DEB
N699DL,Boeing 757-232,Boeing,757-200,25,3564,0DEC
N70020,Airbus A319-115,Airbus,A319-100,10,3565,0DED
N700UW,Airbus A319-112,Airbus,A319-100,26,3566,0DEE
N701BR,Bombardier CRJ-200,Bombardier,CRJ-200,24,3567,0DEF
N701FR,Airbus A321-211,Airbus,A321-200,9,3568,0DF0
N701UW,Airbus A319-112,Airbus,A319-100,26,3569,0DF1
N702BR,Bombardier CRJ-200LR,Bombardier,CRJ-200LR,24,3570,0DF2
N702FR,Airbus A321-211,Airbus,A321-200,9,3571,0DF3
N702NK,Airbus A321neo,Airbus,A321neo,1,3572,0DF4
N702PS,Bombardier CRJ-700,Bombardier,CRJ-700,20,3573,0DF5
N702SK,Bombardier CRJ-700,Bombardier,CRJ-700,20,3574,0DF6
N702TW,Boeing 757-2Q8,Boeing,757-200,28,3575,0DF7
N702UW,Airbus A319-112,Airbus,A319-100,26,3576,0DF8
N703AL,Boeing 737 MAX 9,Boeing,737 MAX 9,1,3577,0DF9
N703JB,Airbus A320-232,Airbus,A320-200,16,3578,0DFA
N703NK,Airbus A321neo,Airbus,A321neo,1,3579,0DFB
N703SK,Bombardier CRJ-700,Bombardier,CRJ-700,20,3580,0DFC
N703TW,Boeing 757-2Q8,Boeing,757-200,28,3581,0DFD
N703UW,Airbus A319-112,Airbus,A319-100,26,3582,0DFE
N704AL,Boeing 737 MAX 9,Boeing,737 MAX 9,1,3583,0DFF
N704FR,Airbus A321-211,Airbus,A321-200,9,3584,0E00
N704US,Airbus A319-112,Airbus,A319-100,26,3585,0E01
N704X,Boeing 757-2Q8,Boeing,757-200,27,3586,0E02
N705AL,Boeing 737 MAX 9,Boeing,737 MAX 9,1,3587,0E03
N705FR,Airbus A321-211,Airbus,A321-200,9,3588,0E04
N705JB,Airbus A320-232,Airbus,A320-200,16,3589,0E05
N705NK,Airbus A321neo,Airbus,A321neo,1,3590,0E06
N705PS,Bombardier CRJ-700,Bombardier,CRJ-700,20,3591,0E07
N705SK,Bombardier CRJ-700,Bombardier,CRJ-700,20,3592,0E08
N705TW,Boeing 757-231,Boeing,757-200,27,3593,0E09
N705UW,Airbus A319-100,Airbus,A319-100,26,3594,0E0A
N706AL,Boeing 737 MAX 9,Boeing,737 MAX 9,1,3595,0E0B
N706FR,Airbus A321-211,Airbus,A321-200,9,3596,0E0C
N706JB,Airbus A320-232,Airbus,A320-200,16,3597,0E0D
N706NK,Airbus A321neo,Airbus,A321neo,1,3598,0E0E
N706PS,Bombardier CRJ-700,Bombardier,CRJ-700,20,3599,0E0F
N706SK,Bombardier CRJ-700,Bombardier,CRJ-700,20,3600,0E10
N706TW,Boeing 757-2Q8,Boeing,757-200,27,3601,0E11
N707AL,Boeing 737 MAX 9,Boeing,737 MAX 9,1,3602,0E12
N707EV,Bombardier CRJ-700,Bombardier,CRJ-700,22,3603,0E13
N707SK,Bombardier CRJ-700,Bombardier,CRJ-700,25,3604,0E14
N707TW,Boeing 757-2Q8,Boeing,757-200,27,3605,0E15
N708AL,Boeing 737 MAX 9,Boeing,737 MAX 9,1,3606,0E16
N708EV,Bombardier CRJ-700,Bombardier,CRJ-700,22,3607,0E17
N708FR,Airbus A321-211,Airbus,A321-200,9,3608,0E18
N708JB,Airbus A320-232,Airbus,A320-200,16,3609,0E19
N708NK,Airbus A321neo,Airbus,A321neo,1,3610,0E1A
N708SK,Bombardier CRJ-700,Bombardier,CRJ-700,20,3611,0E1B
N708UW,Airbus A319-112,Airbus,A319-100,25,3612,0E1C
N709AL,Boeing 737 MAX 9,Boeing,737 MAX 9,1,3613,0E1D
N709BR,Bombardier CRJ-200,Bombardier,CRJ-200,21,3614,0E1E
N709EV,Bombardier CRJ-700,Bombardier,CRJ-700,22,3615,0E1F
N709FR,Airbus A321-211,Airbus,A321-200,8,3616,0E20
N709JB,Airbus A320-232,Airbus,A320-200,16,3617,0E21
N709NK,Airbus A321neo,Airbus,A321neo,1,3618,0E22
N709SK,Bombardier CRJ-700,Bombardier,CRJ-700,20,3619,0E23
N709UW,Airbus A319-112,Airbus,A319-100,25,3620,0E24
N710EV,Bombardier CRJ-700,Bombardier,CRJ-700,22,3621,0E25
N710FR,Airbus A321-211,Airbus,A321-200,8,3622,0E26
N710NK,Airbus A321neo,Airbus,A321neo,1,3623,0E27
N710SK,Bombardier CRJ-700,Bombardier,CRJ-700,20,3624,0E28
N710TW,Boeing 757-2Q8,Boeing,757-200,27,3625,0E29
N710UW,Airbus A319-112,Airbus,A319-100,25,3626,0E2A
N711FR,Airbus A321-211,Airbus,A321-200,8,3627,0E2B
N711UW,Airbus A319-112,Airbus,A319-100,25,3628,0E2C
N712EV,Bombardier CRJ-700,Bombardier,CRJ-700,22,3629,0E2D
N712FR,Airbus A321-211,Airbus,A321-200,8,3630,0E2E
N712JB,Airbus A320-232,Airbus,A320-200,16,3631,0E2F
N712NK,Airbus A321neo,Airbus,A321neo,1,3632,0E30
N712SK,Bombardier CRJ-700,Bombardier,CRJ-700,20,3633,0E31
N712TW,Boeing 757-2Q8,Boeing,757-200,27,3634,0E32
N712US,Airbus A319-112,Airbus,A319-100,25,3635,0E33
N713EV,Bombardier CRJ-700,Bombardier,CRJ-700,21,3636,0E34
N713FR,Airbus A321-211,Airbus,A321-200,8,3637,0E35
N713SK,Bombardier CRJ-700,Bombardier,CRJ-700,20,3638,0E36
N713UW,Airbus A319-112,Airbus,A319-100,25,3639,0E37
N71411,Boeing 737-924,Boeing,737-900,22,3640,0E38
N714FR,Airbus A321-211,Airbus,A321-200,8,3641,0E39
N714US,Airbus A319-112,Airbus,A319-100,25,3642,0E3A
N715FR,Airbus A321-211,Airbus,A321-200,8,3643,0E3B
N715JB,Airbus A320-232,Airbus,A320-200,16,3644,0E3C
N715SK,Bombardier CRJ-700,Bombardier,CRJ-700,20,3645,0E3D
N715UW,Airbus A319-112,Airbus,A319-100,25,3646,0E3E
N716EV,Bombardier CRJ-700,Bombardier,CRJ-700,21,3647,0E3F
N716FR,Airbus A321-211,Airbus,A321-200,7,3648,0E40
N716SK,Bombardier CRJ-700,Bombardier,CRJ-700,20,3649,0E41
N716UW,Airbus A319-112,Airbus,A319-100,25,3650,0E42
N717AN,Boeing 777-323ER,Boeing,777-300ER,12,3651,0E43
N717EV,Bombardier CRJ-700,Bombardier,CRJ-700,21,3652,0E44
N717FR,Airbus A321-211,Airbus,A321-200,7,3653,0E45
N717JL,Boeing 717-200,Boeing,717-200,22,3654,0E46
N717TW,Boeing 757-231,Boeing,757-200,25,3655,0E47
N717UW,Airbus A319-112,Airbus,A319-100,25,3656,0E48
N718AN,Boeing 777-323ER,Boeing,777-300ER,12,3657,0E49
N718EV,Bombardier CRJ-700,Bombardier,CRJ-700,21,3658,0E4A
N718FR,Airbus A321-211,Airbus,A321-200,7,3659,0E4B
N718SK,Bombardier CRJ-700,Bombardier,CRJ-700,20,3660,0E4C
N718TW,Boeing 757-231,Boeing,757-200,25,3661,0E4D
N719AN,Boeing 777-323ER,Boeing,777-300ER,11,3662,0E4E
N719EV,Bombardier CRJ-700,Bombardier,CRJ-700,21,3663,0E4F
N719FR,Airbus A321-211,Airbus,A321-200,7,3664,0E50
N719SK,Bombardier CRJ-700,Bombardier,CRJ-700,20,3665,0E51
N720AN,Boeing 777-323ER,Boeing,777-300ER,11,3666,0E52
N720EV,Bombardier CRJ-700,Bombardier,CRJ-700,21,3667,0E53
N720FR,Airbus A321-211,Airbus,A321-200,7,3668,0E54
N720PS,Bombardier CRJ-700,Bombardier,CRJ-700,20,3669,0E55
N721AN,Boeing 777-323ER,Boeing,777-300ER,11,3670,0E56
N721FR,Airbus A321-211,Airbus,A321-200,7,3671,0E57
N721TW,Boeing 757-231,Boeing,757-200,25,3672,0E58
N721UW,Airbus A319-112,Airbus,A319-100,25,3673,0E59
N721YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,3674,0E5A
N722AN,Boeing 777-323ER,Boeing,777-300ER,11,3675,0E5B
N722FR,Airbus A321-211,Airbus,A321-200,6,3676,0E5C
N722TW,Boeing 757-231,Boeing,757-200,25,3677,0E5D
N722US,Airbus A319-112,Airbus,A319-100,25,3678,0E5E
N722YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,3679,0E5F
N723AN,Boeing 777-323ER,Boeing,777-300ER,11,3680,0E60
N723FR,Airbus A321-211,Airbus,A321-200,6,3681,0E61
N723TW,Boeing 757-231,Boeing,757-200,24,3682,0E62
N723UW,Airbus A319-112,Airbus,A319-100,25,3683,0E63
N723YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,3684,0E64
N72405,Boeing 737-924,Boeing,737-900,23,3685,0E65
N724AN,Boeing 777-323ER,Boeing,777-300ER,11,3686,0E66
N724EV,Bombardier CRJ-700,Bombardier,CRJ-700,20,3687,0E67
N724SK,Bombardier CRJ-700,Bombardier,CRJ-700,20,3688,0E68
N724UW,Airbus A319-112,Airbus,A319-100,25,3689,0E69
N724YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,3690,0E6A
N725AN,Boeing 777-323ER,Boeing,777-300ER,11,3691,0E6B
N725UW,Airbus A319-112,Airbus,A319-100,25,3692,0E6C
N725YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,3693,0E6D
N726AN,Boeing 777-323ER,Boeing,777-300ER,11,3694,0E6E
N726SK,Bombardier CRJ-700,Bombardier,CRJ-700,19,3695,0E6F
N726YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,3696,0E70
N727AN,Boeing 777-323ER,Boeing,777-300ER,10,3697,0E71
N727SK,Bombardier CRJ-700,Bombardier,CRJ-700,19,3698,0E72
N727TW,Boeing 757-231,Boeing,757-200,25,3699,0E73
N727YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,3700,0E74
N728AN,Boeing 777-323ER,Boeing,777-300ER,10,3701,0E75
N728SK,Bombardier CRJ-700,Bombardier,CRJ-700,19,3702,0E76
N728YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,3703,0E77
N729AN,Boeing 777-323ER,Boeing,777-300ER,10,3704,0E78
N729JB,Airbus A320-200,Airbus,A320-200,16,3705,0E79
N729SW,Boeing 737-7H4,Boeing,737-700,25,3706,0E7A
N729YX,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,3707,0E7B
N730AN,Boeing 777-323ER,Boeing,777-300ER,10,3708,0E7C
N730EV,Bombardier CRJ-700,Bombardier,CRJ-700,20,3709,0E7D
N730SK,Bombardier CRJ-700,Bombardier,CRJ-700,19,3710,0E7E
N730US,Airbus A319-112,Airbus,A319-100,24,3711,0E7F
